Contract  date	time zone Strike Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
XSP210219P00353000	2021-01-28 9:34AM EST	353.00	3.13	0.00	0.00	0.00	-	2	33	6.25%
XSP210219P00354000	2021-01-29 12:30PM EST	354.00	5.11	0.00	0.00	+3.49	+215.43%	67	53	6.25%
XSP210219P00355000	2021-01-29 3:51PM EST	355.00	4.64	0.00	0.00	+2.23	+92.53%	172	335	3.13%
XSP210219P00356000	2021-01-29 4:13PM EST	356.00	5.54	0.00	0.00	+1.98	+55.62%	5	10	3.13%
XSP210219P00357000	2021-01-22 10:03AM EST	357.00	2.08	0.00	0.00	0.00	-	16	22	3.13%
XSP210219P00358000	2021-01-28 10:27AM EST	358.00	3.32	0.00	0.00	0.00	-	2	81	3.13%
XSP210219P00359000	2021-01-28 9:39AM EST	359.00	4.17	0.00	0.00	0.00	-	8	91	3.13%
XSP210219P00360000	2021-01-29 2:07PM EST	360.00	6.00	0.00	0.00	+1.93	+47.42%	18	131	3.13%
XSP210219P00361000	2021-01-22 2:46PM EST	361.00	2.40	0.00	0.00	0.00	-	1	219	3.13%
XSP210219P00362000	2021-01-29 11:13AM EST	362.00	5.60	0.00	0.00	+2.14	+61.85%	2	52	3.13%
XSP210219P00363000	2021-01-27 3:35PM EST	363.00	6.76	0.00	0.00	0.00	-	2	963	3.13%
XSP210219P00364000	2021-01-25 11:10AM EST	364.00	4.25	0.00	0.00	0.00	-	1	4	1.56%
XSP210219P00365000	2021-01-29 3:56PM EST	365.00	6.50	0.00	0.00	+0.39	+6.38%	6	129	1.56%
XSP210219P00366000	2021-01-28 10:26AM EST	366.00	4.60	0.00	0.00	0.00	-	1	57	1.56%
XSP210219P00367000	2021-01-27 12:41PM EST	367.00	4.89	0.00	0.00	0.00	-	3	34	1.56%
XSP210219P00368000	2021-01-29 3:58PM EST	368.00	7.70	0.00	0.00	+2.65	+52.48%	6	149	0.78%
XSP210219P00369000	2021-01-25 11:37AM EST	369.00	4.25	0.00	0.00	0.00	-	22	64	0.78%
XSP210219P00370000	2021-01-29 2:49PM EST	370.00	8.97	0.00	0.00	+3.01	+50.50%	32	150	0.39%
XSP210219P00371000	2021-01-27 12:41PM EST	371.00	5.83	0.00	0.00	0.00	-	2	697	0.20%
XSP210219P00372000	2021-01-29 4:02PM EST	372.00	9.79	0.00	0.00	+1.23	+14.37%	5	42	0.00%
XSP210219P00373000	2021-01-29 3:50PM EST	373.00	9.80	0.00	0.00	-0.20	-2.00%	5	166	0.00%
XSP210219P00374000	2021-01-29 3:28PM EST	374.00	9.04	0.00	0.00	+2.48	+37.80%	28	42	0.00%
XSP210219P00375000	2021-01-29 2:10PM EST	375.00	10.20	0.00	0.00	+2.90	+39.73%	2	87	0.00%
XSP210219P00376000	2021-01-29 1:49PM EST	376.00	11.88	0.00	0.00	+4.42	+59.25%	24	11	0.00%
XSP210219P00377000	2021-01-29 2:42PM EST	377.00	11.78	0.00	0.00	+4.82	+69.25%	53	136	0.00%
XSP210219P00378000	2021-01-28 9:43AM EST	378.00	8.14	0.00	0.00	0.00	-	2	648	0.00%
XSP210219P00379000	2021-01-29 11:27AM EST	379.00	11.23	0.00	0.00	+6.10	+118.91%	44	53	0.00%
XSP210219P00380000	2021-01-29 2:49PM EST	380.00	12.69	0.00	0.00	+4.05	+46.87%	87	210	0.00%
XSP210219P00381000	2021-01-28 11:31AM EST	381.00	7.88	0.00	0.00	0.00	-	11	4	0.00%
XSP210219P00382000	2021-01-29 10:25AM EST	382.00	10.26	0.00	0.00	+2.05	+24.97%	44	55	0.00%
XSP210219P00383000	2021-01-29 12:56PM EST	383.00	15.79	0.00	0.00	+6.97	+79.02%	1	119	0.00%
XSP210219P00384000	2021-01-29 12:56PM EST	384.00	16.41	0.00	0.00	+7.50	+84.18%	1	59	0.00%
XSP210219P00385000	2021-01-29 12:45PM EST	385.00	17.21	0.00	0.00	+7.82	+83.28%	2	135	0.00%
XSP210219P00386000	2021-01-28 2:10PM EST	386.00	9.15	0.00	0.00	0.00	-	15	259	0.00%
XSP210219P00387000	2021-01-26 3:55PM EST	387.00	8.03	0.00	0.00	0.00	-	30	10	0.00%
XSP210219P00388000	2021-01-26 3:47PM EST	388.00	8.10	0.00	0.00	0.00	-	18	13	0.00%
XSP210219P00389000	2021-01-26 3:47PM EST	389.00	8.57	0.00	0.00	0.00	-	57	81	0.00%
XSP210219P00390000	2021-01-29 3:05PM EST	390.00	18.10	0.00	0.00	+9.06	+100.22%	3	29	0.00%
XSP210219P00440000	2020-12-30 1:32PM EST	440.00	66.80	0.00	0.00	0.00	-	5	1	0.00%
